"id","nome","nome_ptbr","tipo","subtipo","raridade","descricao"
2255,"Staff of the Rooted Hills","Cajado of the Rooted Hills","arma","cajado","Raro","[PLACEHOLDER] The hill rune is carved into this gnarled wooden staff. The staff magically resizes to match the height of any creature that attunes to it. The staff can be wielded as a magic quarterstaff that grants a +1 bonus to attack and damage rolls made with it. The first time you hit any creature with the staff on your turn, the creature must succeed on a 12 Strength saving throw or be restrained by spectral vines until the start of your next turn. As an action, you can invoke the staff's rune to cast..."
2256,"Staff of the Woodlands","Cajado of the Woodlands","arma","cajado","Raro","[PLACEHOLDER] This staff can be wielded as a magic quarterstaff that grants a +2 bonus to attack and damage rolls made with it. While holding it, you have a +2 bonus to spell attack rolls. The staff has 10 charges for the following properties. It regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the staff loses its properties and becomes a nonmagical quarterstaff. You can use an action to expend 1 or more of the staff's charges to cast one of the following s..."
2288,"Sun Staff","Sun Cajado","arma","cajado","Raro","[PLACEHOLDER] Veins of sunstone run through this wooden staff. This staff can be wielded as a magic quarterstaff that grants a +1 bonus to attack and damage rolls made with it. When you hit with an attack roll using this staff, the target takes an extra 1d8 fire damage. You can use the staff as a spellcasting focus. While holding the staff, you can reroll a number of damage dice up to your proficiency bonus when you use a spell slot to cast a spell that deals fire or radiant damage. You must use the new ro..."
2409,"Wand of Binding","Varinha of Binding","arma","varinha","Raro","[PLACEHOLDER] This wand has 7 charges for the following properties. It regains 1d6 + 1 expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand crumbles into ashes and is destroyed. While holding the wand, you can use an action to expend some of its charges to cast one of the following spells (save 17): hold monster (5 charges) or hold person (2 charges). While holding the wand, you can use your reaction to expend 1 charge and gain advantage on a saving throw you m..."
2413,"Wand of Enemy Detection","Varinha of Enemy Detection","arma","varinha","Raro","[PLACEHOLDER] This wand has 7 charges. While holding it, you can use an action and expend 1 charge to speak its command word. For the next minute, you know the direction of the nearest creature hostile to you within 60 feet, but not its distance from you. The wand can sense the presence of hostile creatures that are ethereal, invisible, disguised, or hidden, as well as those in plain sight. The effect ends if you stop holding the wand. The wand regains 1d6 + 1 expended charges daily at dawn. If you expend ..."
2416,"Wand of Fear","Varinha of Fear","arma","varinha","Raro","[PLACEHOLDER] This wand has 7 charges for the following properties. It regains 1d6 + 1 expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand crumbles into ashes and is destroyed. While holding the wand, you can use an action to expend 1 charge and command another creature to flee or grovel, as with the command spell (save 15). While holding the wand, you can use an action to expend 2 charges, causing the wand's tip to emit a 60-foot cone of amber light. Each cre..."
2418,"Wand of Fireballs","Varinha of Fireballs","arma","varinha","Raro","[PLACEHOLDER] This wand has 7 charges. While holding it, you can use an action to expend 1 or more of its charges to cast the fireball spell (save 15) from it. For 1 charge, you cast the 3rd-level version of the spell. You can increase the spell slot level by one for each additional charge you expend. The wand regains 1d6 + 1 expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand crumbles into ashes and is destroyed."
2420,"Wand of Lightning Bolts","Varinha of Lightning Bolts","arma","varinha","Raro","[PLACEHOLDER] This wand has 7 charges. While holding it, you can use an action to expend 1 or more of its charges to cast the lightning bolt spell (save 15) from it. For 1 charge, you cast the 3rd-level version of the spell. You can increase the spell slot level by one for each additional charge you expend. The wand regains 1d6 + 1 expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand crumbles into ashes and is destroyed."
2428,"Wand of Paralysis","Varinha of Paralysis","arma","varinha","Raro","[PLACEHOLDER] This wand has 7 charges. While holding it, you can use an action to expend 1 of its charges to cause a thin blue ray to streak from the tip toward a creature you can see within 60 feet of you. The target must succeed on a 15 Constitution saving throw or be paralyzed for 1 minute. At the end of each of the target's turns, it can repeat the saving throw, ending the effect on itself on a success. The wand regains 1d6 + 1 expended charges daily at dawn. If you expend the wand's last charge, roll ..."
2438,"Wand of Viscid Globs","Varinha of Viscid Globs","arma","varinha","Raro","[PLACEHOLDER] Crafted by the drow, this slim black wand has 7 charges. While holding it, you can use an action to expend 1 of its charges to cause a small glob of viscous material to launch from the tip at one creature within 60 feet of you. Make a ranged attack roll against the target, with a bonus equal to your spellcasting modifier (or your Intelligence modifier, if you don't have a spellcasting modifier) plus your proficiency bonus. On a hit, the glob expands and dries on the target, which is restraine..."
2441,"Wand of Winter","Varinha of Winter","arma","varinha","Raro","[PLACEHOLDER] This wand looks and feels like an icicle. You must be attuned to the wand to use it. The wand has 7 charges, which are used to fuel the spells within it. With the wand in hand, you can use your action to cast one of the following spells from the wand, even if you are incapable of casting spells: ray of frost (no charges, or 1 charge to cast at 5th level; 5 to hit with ranged spell attack), sleet storm (3 charges; spell save 15), or ice storm (4 charges; spell save 15). No components are requi..."
2442,"Wand of Wonder","Varinha of Wonder","arma","varinha","Raro","[PLACEHOLDER] This wand has 7 charges. While holding it, you can use an action to expend 1 of its charges and choose a target within 120 feet of you. The target can be a creature, an object, or a point in space. Roll d100 and consult the following table to discover what happens. If the effect causes you to cast a spell from the wand, the spell's save DC is 15. If the spell normally has a range expressed in feet, its range becomes 120 feet if it isn't already. If an effect covers an area, you must center th..."
2683,"Black and White Daggers","Black and White Adagas","arma","adaga","Raro","[PLACEHOLDER] These matched daggers are identical except for the stones set in their pommels. One pommel is chalcedony (opaque white), the other is obsidian (opaque black). You gain a +1 bonus to attack and damage rolls with both magic weapons. The bonus increases to +3 when you use the white dagger to attack a monstrosity, and it increases to +3 when you use the black dagger to attack an undead. When you hit a monstrosity or undead with both daggers in the same turn, that creature takes an extra 1d6 pierc..."
2699,"Blooddrinker Spear","Blooddrinker Lança","arma","lanca","Raro","[PLACEHOLDER] Prized by gnolls, the upper haft of this spear is decorated with tiny animal skulls, feathers, and other adornments. You gain a +1 bonus to attack and damage rolls with this magic weapon. When you hit a creature with this spear, you mark that creature for 1 hour. Until the mark ends, you deal an extra 1d6 damage to the target whenever you hit it with the spear, and you have advantage on any Wisdom (Perception) or Wisdom (Survival) check you make to find the target. If the target drops to 0 hi..."
2712,"Bonebreaker Mace","Bonebreaker Maça","arma","exotica","Raro","[PLACEHOLDER] You gain a +1 bonus on attack and damage rolls made with this magic weapon. The bonus increases to +3 when you use it to attack an undead creature. Often given to the grim enforcers of great necropolises, these weapons can reduce the walking dead to splinters with a single strike. When you hit an undead creature with this magic weapon, treat that creature as if it is vulnerable to bludgeoning damage. If it is already vulnerable to bludgeoning damage, your attack deals an additional 1d6 radian..."
